IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
091081-22062023,2023-06-22,2023,09:23:13,9,Special Service,Special Service,Animal assistance incidents,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW2,0,20400109,E09000007,CAMDEN,Camden,E05013656,FORTUNE GREEN,FORTUNE GREEN,,,524750,184850,,,London,West Hampstead,300.0,West Hampstead,,,1.0,1.0,1,60,388,1.0
053247-17042023,2023-04-17,2023,13:54:44,13,False Alarm,AFA,,Non Residential,Hospital ,Correct incident location,WC1E 6DG,WC1E,5087448,20400955,E09000007,CAMDEN,Camden,E05013653,BLOOMSBURY,BLOOMSBURY,529527.0,182025.0,529550,182050,51.5222991,-0.1343962,London,Euston,217.0,Euston,,,1.0,1.0,1,60,388,1.0
018080-05022023,2023-02-05,2023,17:35:32,17,False Alarm,False alarm - Good intent,,Non Residential,Restaurant/cafe,Correct incident location,E2 9HA,E2,6352792,22700252,E09000030,TOWER HAMLETS,Tower Hamlets,E05009331,ST. PETER'S,ST. PETER'S,534855.0,183258.0,534850,183250,51.5321413276,-0.057168427,London,Bethnal Green,165.0,Bethnal Green,321.0,Whitechapel,2.0,2.0,2,60,364,1.0
169966-31102023,2023-10-31,2023,10:24:26,10,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W11,0,21700851,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009399,NOTTING DALE,NOTTING DALE,,,524150,180450,,,London,North Kensington,288.0,North Kensington,294.0,North Kensington,1.0,2.0,2,60,388,1.0
113095-28072023,2023-07-28,2023,01:30:44,1,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W10,0,21701028,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009394,DALGARNO,DALGARNO,,,523250,181950,,,London,North Kensington,362.0,Hammersmith,443.0,North Kensington,2.0,2.0,2,60,388,1.0
112645-27072023,2023-07-27,2023,10:42:55,10,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E15,0,22200036,E09000025,NEWHAM,Newham,E05013917,MARYLAND,MARYLAND,,,539150,185050,,,London,Stratford,292.0,Stratford,,,1.0,1.0,1,60,388,1.0
013273-27012023,2023-01-27,2023,11:35:12,11,False Alarm,False alarm - Malicious,,Road Vehicle,Car ,On land associated with building,KT9 1DR,KT9,128047999,21880629,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013935,HOOK & CHESSINGTON NORTH,HOOK & CHESSINGTON NORTH,518213.0,165338.0,518250,165350,51.3748075907,-0.3029551547,London,Surbiton,968.0,Surbiton,,,1.0,1.0,1,60,364,1.0
041631-25032023,2023-03-25,2023,00:10:59,0,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W13,0,20600796,E09000009,EALING,Ealing,E05013535,PITSHANGER,PITSHANGER,,,515850,182350,,,London,Ealing,347.0,Ealing,,,1.0,1.0,1,60,364,1.0
095088-27062023,2023-06-27,2023,21:23:17,21,False Alarm,False alarm - Good intent,,Outdoor,Loose refuse ,In street outside gazetteer location,SE17 1DU,SE17,200003499455,22501742,E09000028,SOUTHWARK,Southwark,E05011107,NORTH WALWORTH,NORTH WALWORTH,532477.0,178464.0,532450,178450,51.4896214388,-0.0932322504,London,Old Kent Road,367.0,Old Kent Road,,,1.0,1.0,1,60,388,1.0
147850-23092023,2023-09-23,2023,19:59:27,19,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW18,0,22904784,E09000032,WANDSWORTH,Wandsworth,E05014026,WANDLE,WANDLE,,,526150,174050,,,London,Wandsworth,315.0,Wandsworth,322.0,Tooting,2.0,2.0,2,60,388,1.0
101990-09072023,2023-07-09,2023,09:14:09,9,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,,SM3,0,22603013,E09000029,SUTTON,Sutton,E05013758,CHEAM,CHEAM,,,523850,163450,,,London,Sutton,227.0,Sutton,,,1.0,1.0,1,60,388,1.0
128298-23082023,2023-08-23,2023,21:00:20,21,Special Service,Special Service,Lift Release,Non Residential,Gym ,Correct incident location,SE26 5QE,SE26,100023570406,22001951,E09000023,LEWISHAM,Lewisham,E05013731,SYDENHAM,SYDENHAM,535675.0,171426.0,535650,171450,51.4256091,-0.0499002,London,Forest Hill,,,,,1.0,1.0,1,60,388,1.0
106419-16072023,2023-07-16,2023,17:32:24,17,False Alarm,False alarm - Good intent,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,W12 9BH,W12,34003191,21000068,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,WENDELL PARK,WENDELL PARK,521864.0,180052.0,521850,180050,51.5062757315,-0.2454647716,London,Hammersmith,265.0,Acton,,,1.0,1.0,1,60,388,1.0
109724-22072023,2023-07-22,2023,03:34:48,3,False Alarm,False alarm - Malicious,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N4,0,20950324,E09000012,HACKNEY,Hackney,E05009387,WOODBERRY DOWN,WOODBERRY DOWN,,,532150,187750,,,London,Stoke Newington,461.0,Holloway,,,1.0,1.0,1,60,388,1.0
028146-25022023,2023-02-25,2023,17:20:29,17,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SW19,0,22900187,E09000032,WANDSWORTH,Wandsworth,E05014029,WEST HILL,WEST HILL,,,524450,173250,,,London,Wandsworth,308.0,Wandsworth,,,1.0,1.0,1,60,364,1.0
109188-21072023,2023-07-21,2023,05:11:14,5,Fire,Secondary Fire,,Outdoor,Roadside vegetation ,In street outside gazetteer location,W2 2RJ,W2,100023477973,8401585,E09000033,WESTMINSTER,Westminster,E05013796,HYDE PARK,HYDE PARK,526780.0,181023.0,526750,181050,51.513925584,-0.1743294992,London,Paddington,272.0,Paddington,,,1.0,1.0,1,60,388,2.0
181491-19112023,2023-11-19,2023,09:17:50,9,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,EC3N 3AA,EC3N,100022935142,8100326,E09000001,CITY OF LONDON,City Of london,E05009289,ALDGATE,ALDGATE,533468.0,181010.0,533450,181050,51.512261,-0.0780087,London,Whitechapel,175.0,Whitechapel,,,1.0,1.0,1,60,388,1.0
204092-28122023,2023-12-28,2023,09:43:43,9,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,CR4,0,22103995,E09000024,MERTON,Merton,E05013814,FIGGE'S MARSH,FIGGE'S MARSH,,,527850,169450,,,London,Mitcham,244.0,Mitcham,,,1.0,1.0,1,60,388,1.0
112963-27072023,2023-07-27,2023,21:13:26,21,Special Service,Special Service,No action (not false alarm),Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SM4,0,22103759,E09000024,MERTON,Merton,E05013822,RAVENSBURY,RAVENSBURY,,,526250,167650,,,London,Mitcham,264.0,Mitcham,,,1.0,1.0,2,60,388,1.0
020284-09022023,2023-02-09,2023,21:36:48,21,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,SE17 3AH,SE17,200003430904,22500436,E09000028,SOUTHWARK,Southwark,E05011105,NEWINGTON,NEWINGTON,531963.0,178561.0,531950,178550,51.4906106031,-0.1005998349,London,Lambeth,241.0,Lambeth,272.0,Lambeth,1.0,2.0,2,60,364,1.0
000445-01012023,2023-01-01,2023,14:52:47,14,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,NW8,0,8400481,E09000033,WESTMINSTER,Westminster,E05013794,CHURCH STREET,CHURCH STREET,,,527050,182350,,,London,Paddington,312.0,Paddington,414.0,Euston,5.0,5.0,5,60,364,1.0
027263-23022023,2023-02-23,2023,20:53:27,20,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,EC1V,0,21607068,E09000019,ISLINGTON,Islington,E05013711,ST. PETER'S & CANALSIDE,ST. PETER'S & CANALSIDE,,,531850,182650,,,London,Shoreditch,483.0,Islington,,,1.0,1.0,1,60,364,1.0
094267-26062023,2023-06-26,2023,15:12:33,15,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,N12,0,20018840,E09000003,BARNET,Barnet,E05013648,WEST FINCHLEY,WEST FINCHLEY,,,526150,191350,,,London,Finchley,223.0,Finchley,515.0,Hornsey,2.0,2.0,2,60,388,1.0
013345-27012023,2023-01-27,2023,14:41:18,14,Special Service,Special Service,RTC,Road Vehicle,Car ,Nearby address - no building in street,SE28 0AJ,SE28,10010223977,20801786,E09000011,GREENWICH,Greenwich,E05014091,WEST THAMESMEAD,WEST THAMESMEAD,544922.0,179126.0,544950,179150,51.4925126731,0.0861652853,London,Plumstead,36.0,Plumstead,,,1.0,1.0,1,60,364,1.0
146396-21092023,2023-09-21,2023,11:16:41,11,False Alarm,AFA,,Other Residential,Hotel/motel ,Correct incident location,UB7 0EF,UB7,100023420286,21400116,E09000017,HILLINGDON,Hillingdon,E05013570,HEATHROW VILLAGES,HEATHROW VILLAGES,504821.0,176762.0,504850,176750,51.4801137,-0.4919225,London,Heathrow,,,,,,,1,60,388,2.0
012754-26012023,2023-01-26,2023,12:47:58,12,Special Service,Special Service,Spills and Leaks (not RTC),Road Vehicle,Car ,On land associated with building,TW8 9AD,TW8,100023408537,21505052,E09000018,HOUNSLOW,Hounslow,E05013608,BRENTFORD WEST,BRENTFORD WEST,517806.0,178320.0,517850,178350,51.4915706032,-0.304482997,London,Ealing,371.0,Chiswick,,,1.0,1.0,1,60,364,1.0
166497-25102023,2023-10-25,2023,07:13:26,7,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,N1,0,21610063,E09000019,ISLINGTON,Islington,E05013711,ST. PETER'S & CANALSIDE,ST. PETER'S & CANALSIDE,,,532150,183150,,,London,Islington,,,,,,,1,60,388,2.0
079736-04062023,2023-06-04,2023,20:46:47,20,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,E8,0,20900581,E09000012,HACKNEY,Hackney,E05009371,DE BEAUVOIR,DE BEAUVOIR,,,533450,184350,,,London,Shoreditch,312.0,Shoreditch,,,1.0,1.0,1,60,388,2.0
124506-17082023,2023-08-17,2023,11:03:32,11,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,SE24 9BH,SE24,100021876152,21901036,E09000022,LAMBETH,Lambeth,E05014109,ST. MARTIN'S,ST. MARTIN'S,531777.0,173551.0,531750,173550,51.4456307364,-0.1051351092,London,West Norwood,29.0,West Norwood,,,1.0,1.0,1,60,388,1.0
170632-01112023,2023-11-01,2023,11:50:38,11,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,N11,0,20701637,E09000010,ENFIELD,Enfield,E05013686,NEW SOUTHGATE,NEW SOUTHGATE,,,528950,192150,,,London,Southgate,401.0,Finchley,,,1.0,1.0,1,60,388,1.0
000762-02012023,2023-01-02,2023,08:22:58,8,False Alarm,AFA,,Non Residential,Other outdoor sporting venue ,Within same building,SM3 9BZ,SM3,5870116317,22601662,E09000029,SUTTON,Sutton,E05013760,NORTH CHEAM,NORTH CHEAM,523804.0,165387.0,523850,165350,51.3740527,-0.2226575,London,Sutton,272.0,Sutton,,,1.0,1.0,1,60,364,1.0
160149-14102023,2023-10-14,2023,11:36:25,11,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,KT1,0,21800579,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013938,KINGSTON TOWN,KINGSTON TOWN,,,518150,169150,,,London,Kingston,,,,,1.0,1.0,1,60,388,3.0
033196-08032023,2023-03-08,2023,01:06:45,1,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,N13 4UH,N13,207044137,20704279,E09000010,ENFIELD,Enfield,E05013688,PALMERS GREEN,PALMERS GREEN,530950.0,192225.0,530950,192250,51.6136415066,-0.1100971111,London,Southgate,362.0,Southgate,,,1.0,1.0,1,71,431,1.0
035454-12032023,2023-03-12,2023,12:41:43,12,False Alarm,False alarm - Good intent,,Non Residential,Pub/wine bar/bar ,Correct incident location,W12 7JP,W12,34030740,21000835,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,SHEPHERD'S BUSH GREEN,SHEPHERD'S BUSH GREEN,523296.0,179984.0,523250,179950,51.5053548362,-0.2248713882,London,Hammersmith,211.0,Hammersmith,358.0,Kensington,2.0,2.0,2,60,364,1.0
059682-29042023,2023-04-29,2023,21:33:05,21,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W14,0,21000398,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,AVONMORE,AVONMORE,,,524550,178450,,,London,Hammersmith,271.0,Kensington,279.0,Fulham,2.0,2.0,2,60,388,1.0
153481-03102023,2023-10-03,2023,14:17:30,14,Fire,Secondary Fire,,Outdoor,Other outdoor location ,On land associated with building,W5 4BP,W5,12080134,20600325,E09000009,EALING,Ealing,E05013530,NORTHFIELD,NORTHFIELD,517274.0,178472.0,517250,178450,51.4930416489,-0.3121050738,London,Ealing,331.0,Ealing,508.0,Heston,2.0,2.0,2,60,388,1.0
040312-22032023,2023-03-22,2023,09:14:33,9,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,NW6,0,20202234,E09000005,BRENT,Brent,E05013503,KILBURN,KILBURN,,,524950,183050,,,London,North Kensington,,,,,1.0,1.0,1,66,400,2.0
161582-16102023,2023-10-16,2023,19:47:41,19,False Alarm,AFA,,Non Residential,Pub/wine bar/bar ,Within same building,W1K 2TG,W1K,100023475596,8401887,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,528446.0,180590.0,528450,180550,51.5096514855,-0.1504883729,London,Soho,282.0,Soho,,,1.0,1.0,1,60,388,1.0
157391-09102023,2023-10-09,2023,23:02:59,23,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,DA7,0,20100644,E09000004,BEXLEY,Bexley,E05011219,BEXLEYHEATH,BEXLEYHEATH,,,550350,175150,,,London,Bexley,617.0,Plumstead,,,1.0,1.0,1,60,388,1.0
037248-15032023,2023-03-15,2023,23:31:56,23,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E9,0,20900223,E09000012,HACKNEY,Hackney,E05009376,HOMERTON,HOMERTON,,,535250,184850,,,London,Homerton,203.0,Homerton,337.0,Stoke Newington,5.0,5.0,5,60,364,1.0
146157-20092023,2023-09-20,2023,23:37:02,23,Fire,Primary Fire,,Non Residential,Club/night club ,Correct incident location,WC2H 0EA,WC2H,10033624704,8401360,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,529816.0,181230.0,529850,181250,51.5150965,-0.1305167,London,Soho,76.0,Soho,297.0,Euston,2.0,2.0,2,60,388,1.0
107568-18072023,2023-07-18,2023,16:13:47,16,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE8,0,22000409,E09000023,LEWISHAM,Lewisham,E05013721,EVELYN,EVELYN,,,536850,178550,,,London,Deptford,467.0,Greenwich,547.0,Old Kent Road,5.0,5.0,5,75,485,1.0
081112-07062023,2023-06-07,2023,05:05:53,5,False Alarm,False alarm - Good intent,,Dwelling,False Alarm - Property not found,Correct incident location,,CR2,0,20502623,E09000008,CROYDON,Croydon,E05011480,SELSDON & ADDINGTON VILLAGE,SELSDON & ADDINGTON VILLAGE,,,534350,163550,,,London,Croydon,340.0,Croydon,434.0,Addington,2.0,2.0,2,60,388,1.0
083015-10062023,2023-06-10,2023,01:45:33,1,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,IG1 1YQ,IG1,100022215313,22302099,E09000026,REDBRIDGE,Redbridge,E05011248,MAYFIELD,MAYFIELD,544840.0,186515.0,544850,186550,51.5589333463,0.0880294591,London,Ilford,179.0,Ilford,,,1.0,1.0,1,60,388,1.0
024171-17022023,2023-02-17,2023,12:48:02,12,Special Service,Special Service,Other rescue/release of persons,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W2,0,8400454,E09000033,WESTMINSTER,Westminster,E05013798,LANCASTER GATE,LANCASTER GATE,,,526650,180850,,,London,Paddington,272.0,Paddington,,,1.0,1.0,1,60,364,1.0
035895-13032023,2023-03-13,2023,10:17:07,10,False Alarm,AFA,,Non Residential,Converted office ,Correct incident location,WC1N 3DB,WC1N,5009309,20401012,E09000007,CAMDEN,Camden,E05013662,HOLBORN & COVENT GARDEN,HOLBORN & COVENT GARDEN,530776.0,181913.0,530750,181950,51.5210051,-0.1164451,London,Soho,235.0,Soho,,,1.0,1.0,1,60,364,1.0
110612-23072023,2023-07-23,2023,20:18:54,20,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SM1,0,22602218,E09000029,SUTTON,Sutton,E05013765,SUTTON CENTRAL,SUTTON CENTRAL,,,525450,164750,,,London,Sutton,164.0,Sutton,181.0,Sutton,3.0,4.0,4,60,388,1.0
176633-11112023,2023-11-11,2023,08:43:56,8,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,IG11,0,19900443,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014068,THAMES VIEW,THAMES VIEW,,,545850,183250,,,London,Barking,227.0,Barking,229.0,Barking,1.0,2.0,2,102,660,1.0
123051-14082023,2023-08-14,2023,19:16:47,19,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,RM12,0,21300454,E09000016,HAVERING,Havering,E05013972,HACTON,HACTON,,,553050,185750,,,London,Hornchurch,272.0,Hornchurch,,,1.0,1.0,1,68,440,3.0
156320-08102023,2023-10-08,2023,13:25:11,13,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SE1,0,22502459,E09000028,SOUTHWARK,Southwark,E05011098,CHAUCER,CHAUCER,,,532550,179650,,,London,Dowgate,300.0,Dowgate,,,1.0,1.0,1,60,388,1.0
048412-07042023,2023-04-07,2023,19:04:38,19,Fire,Secondary Fire,,Outdoor,Cycle path/public footpath/bridleway ,On land associated with building,CR0 0HG,CR0,10094494729,20501759,E09000008,CROYDON,Croydon,E05011471,NEW ADDINGTON SOUTH,NEW ADDINGTON SOUTH,538702.0,162823.0,538750,162850,51.3475707191,-0.0097317953,London,Addington,194.0,Addington,,,1.0,1.0,1,60,388,3.0
014777-30012023,2023-01-30,2023,12:46:57,12,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,SE27 9NP,SE27,10090196375,21900607,E09000022,LAMBETH,Lambeth,E05014106,KNIGHT'S HILL,KNIGHT'S HILL,532319.0,171619.0,532350,171650,51.4281366628,-0.0980649069,London,West Norwood,167.0,West Norwood,,,1.0,1.0,1,60,364,2.0
179024-14112023,2023-11-14,2023,23:45:57,23,False Alarm,AFA,,Dwelling,Licensed House in Multiple Occupation - Up to 2 storeys ,Correct incident location,,UB3,0,21400942,E09000017,HILLINGDON,Hillingdon,E05013582,WOOD END,WOOD END,,,510050,181050,,,London,Hayes,345.0,Southall,346.0,Hillingdon,2.0,2.0,2,60,388,1.0
075622-29052023,2023-05-29,2023,01:33:58,1,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,KT1,0,21800255,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013938,KINGSTON TOWN,KINGSTON TOWN,,,517850,169350,,,London,Kingston,286.0,Kingston,295.0,Kingston,1.0,2.0,2,60,388,1.0
058242-27042023,2023-04-27,2023,15:44:44,15,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N22,0,21104152,E09000014,HARINGEY,Haringey,E05013605,WOODSIDE,WOODSIDE,,,531450,190750,,,London,Tottenham,547.0,Southgate,660.0,Tottenham,2.0,3.0,3,80,517,1.0
140832-12092023,2023-09-12,2023,14:55:33,14,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,N5,0,21603679,E09000019,ISLINGTON,Islington,E05013709,MILDMAY,MILDMAY,,,532450,185550,,,London,Stoke Newington,303.0,Stoke Newington,398.0,Holloway,2.0,2.0,2,68,440,4.0
133725-02092023,2023-09-02,2023,01:57:57,1,Fire,Primary Fire,,Dwelling,Licensed House in Multiple Occupation - 3 or more storeys ,Correct incident location,,NW2,0,20202091,E09000005,BRENT,Brent,E05013517,WILLESDEN GREEN,WILLESDEN GREEN,,,523250,184650,,,London,Willesden,218.0,Willesden,486.0,West Hampstead,2.0,2.0,2,130,841,1.0
179035-15112023,2023-11-15,2023,00:18:29,0,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,NW3 6RL,NW3,5068069,20400059,E09000007,CAMDEN,Camden,E05013659,HAMPSTEAD TOWN,HAMPSTEAD TOWN,526168.0,186131.0,526150,186150,51.55996491,-0.1813085434,London,West Hampstead,345.0,West Hampstead,,,1.0,1.0,1,60,388,1.0
106384-16072023,2023-07-16,2023,15:59:34,15,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,SE16,0,22502373,E09000028,SOUTHWARK,Southwark,E05011117,SURREY DOCKS,SURREY DOCKS,,,536250,180350,,,London,Deptford,368.0,Deptford,,,1.0,1.0,1,60,388,1.0
066629-13052023,2023-05-13,2023,00:37:26,0,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N7,0,21606743,E09000019,ISLINGTON,Islington,E05013713,TUFNELL PARK,TUFNELL PARK,,,530050,185650,,,London,Holloway,418.0,Holloway,565.0,Islington,2.0,2.0,2,60,388,1.0
155727-07102023,2023-10-07,2023,13:07:01,13,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E8,0,20900348,E09000012,HACKNEY,Hackney,E05009382,SHACKLEWELL,SHACKLEWELL,,,533650,185450,,,London,Stoke Newington,436.0,Stoke Newington,,,1.0,1.0,1,60,388,2.0
102037-09072023,2023-07-09,2023,10:56:40,10,Special Service,Special Service,Making Safe (not RTC),Non Residential,Private garage ,Correct incident location,,BR5,0,20301292,E09000006,BROMLEY,Bromley,E05014006,ST. MARY CRAY,ST. MARY CRAY,,,548050,166750,,,London,Orpington,319.0,Orpington,327.0,Orpington,1.0,2.0,2,128,828,1.0
172974-05112023,2023-11-05,2023,08:31:42,8,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE17,0,22500658,E09000028,SOUTHWARK,Southwark,E05011107,NORTH WALWORTH,NORTH WALWORTH,,,532950,178750,,,London,Old Kent Road,,,,,1.0,1.0,1,60,388,1.0
